tm1_name,tm2_name,date,score,url,tm1_points_h,tm1_PPGH_h,tm1_GS_h,tm1_GC_h,tm0_GS_h,tm2_points_a,tm2_PPGA_a,tm2_GS_a,tm2_GC_a,tm0_GS_a,tm0_PPGH,tm1_wins,tm2_wins,tm0_wins,tm1_defeats,tm2_defeats,tm0_defeats,tm1_GSG,tm2_GSG,tm0_GSG,tm1_GCG,tm2_GCG,tm0_GCG,tm1_D,tm2_D,tm0_D,tm1_TGG,tm2_TGG,tm0_TGG,tm1_25,tm2_25,tm0_25,tm1_35,tm2_35,tm0_35,tm1_BTS,tm2_BTS,tm0_BTS,tm0_PPGH_h,tm1_wins_h,tm0_wins_h,tm1_defeats_h,tm0_defeats_h,tm1_GSG_h,tm0_GSG_h,tm1_GCG_h,tm0_GCG_h,tm1_D_h,tm0_D_h,tm1_TGG_h,tm0_TGG_h,tm1_25_h,tm0_25_h,tm1_35_h,tm0_35_h,tm1_BTS_h,tm0_BTS_h,tm0_PPGH_a,tm2_wins_a,tm0_wins_a,tm2_defeats_a,tm0_defeats_a,tm2_GSG_a,tm0_GSG_a,tm2_GCG_a,tm0_GCG_a,tm2_D_a,tm0_D_a,tm2_TGG_a,tm0_TGG_a,tm2_25_a,tm0_25_a,tm2_35_a,tm0_35_a,tm2_BTS_a,tm0_BTS_a
Rennes,Brest,Sat 8 Feb,(0-0),pmatch.asp?league=france_2020&stats=233-2-11-2020,58,2.07,66,58,59,29,0.71,38,70,41,1.37,54,29,37,29,36,37,1.36,1.21,1.26,0.86,1.32,1.26,18,36,25,2.21,2.54,2.52,39,46,47,18,29,25,46,46,48,1.69,64,48,21,27,1.79,1.49,1.00,1.03,14,25,2.79,2.52,64,47,29,25,64,48,1.06,14,27,57,48,0.93,1.03,1.86,1.49,29,25,2.79,2.52,57,47,36,25,43,48
Montpellier,Saint-Etienne,Sun 9 Feb,(1-0),pmatch.asp?league=france_2020&stats=231-1-18-2020,80,2.29,74,29,59,40,0.86,48,60,41,1.37,39,29,37,36,50,37,1.25,1.04,1.26,1.21,1.61,1.26,25,21,25,2.46,2.64,2.52,50,50,47,29,32,25,43,54,48,1.69,71,48,14,27,1.86,1.49,0.71,1.03,14,25,2.57,2.52,57,47,29,25,43,48,1.06,29,27,71,48,1.00,1.03,1.93,1.49,0,25,2.93,2.52,64,47,36,25,57,48
Strasbourg,Reims,Sun 9 Feb,(0-0),pmatch.asp?league=france_2020&stats=239-19-8-2020,63,1.85,69,44,59,46,1.36,54,67,41,1.37,41,36,37,41,25,37,1.19,0.93,1.26,1.19,0.75,1.26,19,39,25,2.37,1.68,2.52,44,14,47,22,7,25,37,36,48,1.69,54,48,23,27,1.69,1.49,1.08,1.03,23,25,2.77,2.52,62,47,23,25,62,48,1.06,36,27,36,48,1.00,1.03,1.00,1.49,29,25,2.00,2.52,14,47,7,25,36,48
Paris Saint-Germain,Lyon,Sun 9 Feb,(2-0),pmatch.asp?league=france_2020&stats=232-3-16-2020,54,2.64,59,46,59,52,1.40,60,74,41,1.37,81,39,37,11,36,37,2.78,1.50,1.26,0.89,0.96,1.26,7,25,25,3.67,2.46,2.52,70,46,47,52,21,25,44,43,48,1.69,86,48,7,27,3.14,1.49,0.79,1.03,7,25,3.93,2.52,71,47,64,25,29,48,1.06,40,27,40,48,1.67,1.03,1.33,1.49,20,25,3.00,2.52,67,47,33,25,60,48
Monaco,Montpellier,Fri 14 Feb,(0-0),pmatch.asp?league=france_2020&stats=248-15-1-2020,65,1.86,66,50,59,20,0.57,26,71,41,1.37,39,39,37,36,36,37,1.57,1.25,1.26,1.57,1.21,1.26,25,25,25,3.14,2.46,2.52,68,50,47,43,29,25,64,43,48,1.69,57,48,29,27,2.07,1.49,1.57,1.03,14,25,3.64,2.52,71,47,57,25,64,48,1.06,7,27,57,48,0.64,1.03,1.71,1.49,36,25,2.36,2.52,43,47,29,25,43,48
Amiens,Paris Saint-Germain,Sat 15 Feb,(3-1),pmatch.asp?league=france_2020&stats=250-10-3-2020,61,1.00,55,46,59,46,2.38,41,54,41,1.37,14,81,37,46,11,37,1.11,2.78,1.26,1.79,0.89,1.26,39,7,25,2.89,3.67,2.52,61,70,47,36,52,25,68,44,48,1.69,21,48,43,27,1.21,1.49,1.64,1.03,36,25,2.86,2.52,57,47,36,25,64,48,1.06,77,27,15,48,2.38,1.03,1.00,1.49,8,25,3.38,2.52,69,47,38,25,62,48
Bordeaux,Dijon,Sat 15 Feb,(1-1),pmatch.asp?league=france_2020&stats=243-14-17-2020,46,1.31,48,35,59,20,0.43,26,59,41,1.37,32,25,37,32,43,37,1.43,0.96,1.26,1.21,1.32,1.26,36,32,25,2.64,2.29,2.52,43,46,47,29,18,25,61,46,48,1.69,31,48,31,27,1.46,1.49,0.92,1.03,38,25,2.38,2.52,38,47,23,25,46,48,1.06,7,27,71,48,0.50,1.03,1.57,1.49,21,25,2.07,2.52,36,47,14,25,36,48
Nantes,Metz,Sat 15 Feb,(0-0),pmatch.asp?league=france_2020&stats=247-6-20-2020,54,1.43,39,35,59,44,1.07,33,51,41,1.37,39,29,37,46,36,37,1.00,0.96,1.26,1.11,1.25,1.26,14,36,25,2.11,2.21,2.52,36,36,47,14,18,25,39,46,48,1.69,43,48,43,27,0.79,1.49,0.79,1.03,14,25,1.57,2.52,29,47,7,25,29,48,1.06,21,27,36,48,0.64,1.03,1.29,1.49,43,25,1.93,2.52,21,47,14,25,36,48
Nimes,Angers,Sat 15 Feb,(0-0),pmatch.asp?league=france_2020&stats=249-4-13-2020,74,1.43,59,34,59,31,0.92,29,61,41,1.37,25,39,37,54,39,37,1.04,1.00,1.26,1.57,1.18,1.26,21,21,25,2.61,2.18,2.52,54,36,47,32,21,25,46,32,48,1.69,43,48,43,27,1.21,1.49,1.07,1.03,14,25,2.29,2.52,36,47,21,25,36,48,1.06,23,27,54,48,0.62,1.03,1.54,1.49,23,25,2.15,2.52,46,47,23,25,31,48
Toulouse,Nice,Sat 15 Feb,(0-1),pmatch.asp?league=france_2020&stats=244-12-9-2020,69,0.69,50,41,59,32,1.00,32,47,41,1.37,11,39,37,75,32,37,0.79,1.46,1.26,2.07,1.36,1.26,14,29,25,2.86,2.82,2.52,57,61,47,29,25,25,43,79,48,1.69,23,48,77,27,0.85,1.49,1.85,1.03,0,25,2.69,2.52,38,47,23,25,38,48,1.06,23,27,46,48,1.00,1.03,1.38,1.49,31,25,2.38,2.52,46,47,15,25,69,48
Lyon,Strasbourg,Sun 16 Feb,(1-1),pmatch.asp?league=france_2020&stats=242-16-19-2020,48,1.46,40,26,59,37,1.00,31,56,41,1.37,39,41,37,36,41,37,1.50,1.19,1.26,0.96,1.19,1.26,25,19,25,2.46,2.37,2.52,46,44,47,21,22,25,43,37,48,1.69,38,48,31,27,1.31,1.49,0.54,1.03,31,25,1.85,2.52,23,47,8,25,23,48,1.06,29,27,57,48,0.71,1.03,1.29,1.49,14,25,2.00,2.52,29,47,21,25,14,48
Brest,Saint-Etienne,Sun 16 Feb,(3-0),pmatch.asp?league=france_2020&stats=245-11-18-2020,71,1.71,62,30,59,40,0.86,48,60,41,1.37,29,29,37,36,50,37,1.21,1.04,1.26,1.32,1.61,1.26,36,21,25,2.54,2.64,2.52,46,50,47,29,32,25,46,54,48,1.69,43,48,14,27,1.50,1.49,0.79,1.03,43,25,2.29,2.52,36,47,21,25,50,48,1.06,29,27,71,48,1.00,1.03,1.93,1.49,0,25,2.93,2.52,64,47,36,25,57,48
Reims,Rennes,Sun 16 Feb,(0-0),pmatch.asp?league=france_2020&stats=246-8-2-2020,54,1.57,46,33,59,42,1.50,34,42,41,1.37,36,54,37,25,29,37,0.93,1.36,1.26,0.75,0.86,1.26,39,18,25,1.68,2.21,2.52,14,39,47,7,18,25,36,46,48,1.69,36,48,14,27,0.86,1.49,0.50,1.03,50,25,1.36,2.52,14,47,7,25,36,48,1.06,43,27,36,48,0.93,1.03,0.71,1.49,21,25,1.64,2.52,14,47,7,25,29,48
Lille,Marseille,Sun 16 Feb,(0-0),pmatch.asp?league=france_2020&stats=241-5-7-2020,71,2.33,69,33,59,50,2.00,49,52,41,1.37,54,57,37,32,14,37,1.25,1.46,1.26,0.96,1.04,1.26,14,29,25,2.21,2.50,2.52,43,46,47,7,29,25,39,54,48,1.69,73,48,13,27,1.60,1.49,0.60,1.03,13,25,2.20,2.52,53,47,7,25,33,48,1.06,57,27,14,48,1.43,1.03,1.07,1.49,29,25,2.50,2.52,43,47,29,25,43,48
Nice,Brest,Fri 21 Feb,(2-1),pmatch.asp?league=france_2020&stats=256-9-11-2020,68,1.87,68,53,59,29,0.71,38,70,41,1.37,39,29,37,32,36,37,1.46,1.21,1.26,1.36,1.32,1.26,29,36,25,2.82,2.54,2.52,61,46,47,25,29,25,79,46,48,1.69,53,48,20,27,1.87,1.49,1.33,1.03,27,25,3.20,2.52,73,47,33,25,87,48,1.06,14,27,57,48,0.93,1.03,1.86,1.49,29,25,2.79,2.52,57,47,36,25,43,48
Metz,Lyon,Fri 21 Feb,(0-1),pmatch.asp?league=france_2020&stats=259-20-16-2020,56,1.36,67,49,59,52,1.40,60,74,41,1.37,29,39,37,36,36,37,0.96,1.50,1.26,1.25,0.96,1.26,36,25,25,2.21,2.46,2.52,36,46,47,18,21,25,46,43,48,1.69,36,48,36,27,1.29,1.49,1.21,1.03,29,25,2.50,2.52,50,47,21,25,57,48,1.06,40,27,40,48,1.67,1.03,1.33,1.49,20,25,3.00,2.52,67,47,33,25,60,48
Marseille,Nantes,Sat 22 Feb,(1-1),pmatch.asp?league=france_2020&stats=255-7-6-2020,50,2.00,51,48,59,46,1.21,61,65,41,1.37,57,39,37,14,46,37,1.46,1.00,1.26,1.04,1.11,1.26,29,14,25,2.50,2.11,2.52,46,36,47,29,14,25,54,39,48,1.69,57,48,14,27,1.50,1.49,1.00,1.03,29,25,2.50,2.52,50,47,29,25,64,48,1.06,36,27,50,48,1.21,1.03,1.43,1.49,14,25,2.64,2.52,43,47,21,25,50,48
Angers,Montpellier,Sat 22 Feb,(0-0),pmatch.asp?league=france_2020&stats=257-13-1-2020,69,1.80,71,39,59,20,0.57,26,71,41,1.37,39,39,37,39,36,37,1.00,1.25,1.26,1.18,1.21,1.26,21,25,25,2.18,2.46,2.52,36,50,47,21,29,25,32,43,48,1.69,53,48,27,27,1.33,1.49,0.87,1.03,20,25,2.20,2.52,27,47,20,25,33,48,1.06,7,27,57,48,0.64,1.03,1.71,1.49,36,25,2.36,2.52,43,47,29,25,43,48
Dijon,Monaco,Sat 22 Feb,(0-0),pmatch.asp?league=france_2020&stats=258-17-15-2020,80,1.71,74,41,59,35,1.00,34,50,41,1.37,25,39,37,43,36,37,0.96,1.57,1.26,1.32,1.57,1.26,32,25,25,2.29,3.14,2.52,46,68,47,18,43,25,46,64,48,1.69,43,48,14,27,1.43,1.49,1.07,1.03,43,25,2.50,2.52,57,47,21,25,57,48,1.06,21,27,43,48,1.07,1.03,1.57,1.49,36,25,2.64,2.52,64,47,29,25,64,48
Lille,Toulouse,Sat 22 Feb,(2-0),pmatch.asp?league=france_2020&stats=252-5-12-2020,71,2.33,69,33,59,31,0.27,50,59,41,1.37,54,11,37,32,75,37,1.25,0.79,1.26,0.96,2.07,1.26,14,14,25,2.21,2.86,2.52,43,57,47,7,29,25,39,43,48,1.69,73,48,13,27,1.60,1.49,0.60,1.03,13,25,2.20,2.52,53,47,7,25,33,48,1.06,0,27,73,48,0.73,1.03,2.27,1.49,27,25,3.00,2.52,73,47,33,25,47,48
Strasbourg,Amiens,Sat 22 Feb,(0-0),pmatch.asp?league=france_2020&stats=260-19-10-2020,63,1.85,69,44,59,39,0.64,45,54,41,1.37,41,14,37,41,46,37,1.19,1.11,1.26,1.19,1.79,1.26,19,39,25,2.37,2.89,2.52,44,61,47,22,36,25,37,68,48,1.69,54,48,23,27,1.69,1.49,1.08,1.03,23,25,2.77,2.52,62,47,23,25,62,48,1.06,7,27,50,48,1.00,1.03,1.93,1.49,43,25,2.93,2.52,64,47,36,25,71,48
Saint-Etienne,Reims,Sun 23 Feb,(0-0),pmatch.asp?league=france_2020&stats=254-18-8-2020,60,1.29,52,40,59,46,1.36,54,67,41,1.37,29,36,37,50,25,37,1.04,0.93,1.26,1.61,0.75,1.26,21,39,25,2.64,1.68,2.52,50,14,47,32,7,25,54,36,48,1.69,29,48,29,27,1.07,1.49,1.29,1.03,43,25,2.36,2.52,36,47,29,25,50,48,1.06,36,27,36,48,1.00,1.03,1.00,1.49,29,25,2.00,2.52,14,47,7,25,36,48
Rennes,Nimes,Sun 23 Feb,(1-1),pmatch.asp?league=france_2020&stats=253-2-4-2020,58,2.07,66,58,59,26,0.50,41,66,41,1.37,54,25,37,29,54,37,1.36,1.04,1.26,0.86,1.57,1.26,18,21,25,2.21,2.61,2.52,39,54,47,18,32,25,46,46,48,1.69,64,48,21,27,1.79,1.49,1.00,1.03,14,25,2.79,2.52,64,47,29,25,64,48,1.06,7,27,64,48,0.86,1.03,2.07,1.49,29,25,2.93,2.52,71,47,43,25,57,48
Paris Saint-Germain,Bordeaux,Sun 23 Feb,(2-2),pmatch.asp?league=france_2020&stats=251-3-14-2020,54,2.64,59,46,59,54,1.33,52,65,41,1.37,81,32,37,11,32,37,2.78,1.43,1.26,0.89,1.21,1.26,7,36,25,3.67,2.64,2.52,70,43,47,52,29,25,44,61,48,1.69,86,48,7,27,3.14,1.49,0.79,1.03,7,25,3.93,2.52,71,47,64,25,29,48,1.06,33,27,33,48,1.40,1.03,1.47,1.49,33,25,2.87,2.52,47,47,33,25,73,48
Nimes,Marseille,Fri 28 Feb,(1-2),pmatch.asp?league=france_2020&stats=269-4-7-2020,74,1.43,59,34,59,50,2.00,49,52,41,1.37,25,57,37,54,14,37,1.04,1.46,1.26,1.57,1.04,1.26,21,29,25,2.61,2.50,2.52,54,46,47,32,29,25,46,54,48,1.69,43,48,43,27,1.21,1.49,1.07,1.03,14,25,2.29,2.52,36,47,21,25,36,48,1.06,57,27,14,48,1.43,1.03,1.07,1.49,29,25,2.50,2.52,43,47,29,25,43,48
Paris Saint-Germain,Dijon,Sat 29 Feb,(1-0),pmatch.asp?league=france_2020&stats=262-3-17-2020,54,2.64,59,46,59,20,0.43,26,59,41,1.37,81,25,37,11,43,37,2.78,0.96,1.26,0.89,1.32,1.26,7,32,25,3.67,2.29,2.52,70,46,47,52,18,25,44,46,48,1.69,86,48,7,27,3.14,1.49,0.79,1.03,7,25,3.93,2.52,71,47,64,25,29,48,1.06,7,27,71,48,0.50,1.03,1.57,1.49,21,25,2.07,2.52,36,47,14,25,36,48
Amiens,Metz,Sat 29 Feb,(0-1),pmatch.asp?league=france_2020&stats=270-10-20-2020,61,1.00,55,46,59,44,1.07,33,51,41,1.37,14,29,37,46,36,37,1.11,0.96,1.26,1.79,1.25,1.26,39,36,25,2.89,2.21,2.52,61,36,47,36,18,25,68,46,48,1.69,21,48,43,27,1.21,1.49,1.64,1.03,36,25,2.86,2.52,57,47,36,25,64,48,1.06,21,27,36,48,0.64,1.03,1.29,1.49,43,25,1.93,2.52,21,47,14,25,36,48
Brest,Angers,Sat 29 Feb,(0-1),pmatch.asp?league=france_2020&stats=266-11-13-2020,71,1.71,62,30,59,31,0.92,29,61,41,1.37,29,39,37,36,39,37,1.21,1.00,1.26,1.32,1.18,1.26,36,21,25,2.54,2.18,2.52,46,36,47,29,21,25,46,32,48,1.69,43,48,14,27,1.50,1.49,0.79,1.03,43,25,2.29,2.52,36,47,21,25,50,48,1.06,23,27,54,48,0.62,1.03,1.54,1.49,23,25,2.15,2.52,46,47,23,25,31,48
Monaco,Reims,Sat 29 Feb,(1-0),pmatch.asp?league=france_2020&stats=268-15-8-2020,65,1.86,66,50,59,46,1.36,54,67,41,1.37,39,36,37,36,25,37,1.57,0.93,1.26,1.57,0.75,1.26,25,39,25,3.14,1.68,2.52,68,14,47,43,7,25,64,36,48,1.69,57,48,29,27,2.07,1.49,1.57,1.03,14,25,3.64,2.52,71,47,57,25,64,48,1.06,36,27,36,48,1.00,1.03,1.00,1.49,29,25,2.00,2.52,14,47,7,25,36,48
Montpellier,Strasbourg,Sat 29 Feb,(0-0),pmatch.asp?league=france_2020&stats=261-1-19-2020,80,2.29,74,29,59,37,1.00,31,56,41,1.37,39,41,37,36,41,37,1.25,1.19,1.26,1.21,1.19,1.26,25,19,25,2.46,2.37,2.52,50,44,47,29,22,25,43,37,48,1.69,71,48,14,27,1.86,1.49,0.71,1.03,14,25,2.57,2.52,57,47,29,25,43,48,1.06,29,27,57,48,0.71,1.03,1.29,1.49,14,25,2.00,2.52,29,47,21,25,14,48
Toulouse,Rennes,Sat 29 Feb,(0-1),pmatch.asp?league=france_2020&stats=265-12-2-2020,69,0.69,50,41,59,42,1.50,34,42,41,1.37,11,54,37,75,29,37,0.79,1.36,1.26,2.07,0.86,1.26,14,18,25,2.86,2.21,2.52,57,39,47,29,18,25,43,46,48,1.69,23,48,77,27,0.85,1.49,1.85,1.03,0,25,2.69,2.52,38,47,23,25,38,48,1.06,43,27,36,48,0.93,1.03,0.71,1.49,21,25,1.64,2.52,14,47,7,25,29,48
Nantes,Lille,Sun 1 Mar,(0-0),pmatch.asp?league=france_2020&stats=267-6-5-2020,54,1.43,39,35,59,29,1.08,31,67,41,1.37,39,54,37,46,32,37,1.00,1.25,1.26,1.11,0.96,1.26,14,14,25,2.11,2.21,2.52,36,43,47,14,7,25,39,39,48,1.69,43,48,43,27,0.79,1.49,0.79,1.03,14,25,1.57,2.52,29,47,7,25,29,48,1.06,31,27,54,48,0.85,1.03,1.38,1.49,15,25,2.23,2.52,31,47,8,25,46,48
Bordeaux,Nice,Sun 1 Mar,(1-0),pmatch.asp?league=france_2020&stats=264-14-9-2020,46,1.31,48,35,59,32,1.00,32,47,41,1.37,32,39,37,32,32,37,1.43,1.46,1.26,1.21,1.36,1.26,36,29,25,2.64,2.82,2.52,43,61,47,29,25,25,61,79,48,1.69,31,48,31,27,1.46,1.49,0.92,1.03,38,25,2.38,2.52,38,47,23,25,46,48,1.06,23,27,46,48,1.00,1.03,1.38,1.49,31,25,2.38,2.52,46,47,15,25,69,48
Lyon,Saint-Etienne,Sun 1 Mar,(1-0),pmatch.asp?league=france_2020&stats=263-16-18-2020,48,1.46,40,26,59,40,0.86,48,60,41,1.37,39,29,37,36,50,37,1.50,1.04,1.26,0.96,1.61,1.26,25,21,25,2.46,2.64,2.52,46,50,47,21,32,25,43,54,48,1.69,38,48,31,27,1.31,1.49,0.54,1.03,31,25,1.85,2.52,23,47,8,25,23,48,1.06,29,27,71,48,1.00,1.03,1.93,1.49,0,25,2.93,2.52,64,47,36,25,57,48
Marseille,Amiens,Fri 6 Mar,(1-0),pmatch.asp?league=france_2020&stats=274-7-10-2020,50,2.00,51,48,59,39,0.64,45,54,41,1.37,57,14,37,14,46,37,1.46,1.11,1.26,1.04,1.79,1.26,29,39,25,2.50,2.89,2.52,46,61,47,29,36,25,54,68,48,1.69,57,48,14,27,1.50,1.49,1.00,1.03,29,25,2.50,2.52,50,47,29,25,64,48,1.06,7,27,50,48,1.00,1.03,1.93,1.49,43,25,2.93,2.52,64,47,36,25,71,48
Angers,Nantes,Sat 7 Mar,(0-0),pmatch.asp?league=france_2020&stats=277-13-6-2020,69,1.80,71,39,59,46,1.21,61,65,41,1.37,39,39,37,39,46,37,1.00,1.00,1.26,1.18,1.11,1.26,21,14,25,2.18,2.11,2.52,36,36,47,21,14,25,32,39,48,1.69,53,48,27,27,1.33,1.49,0.87,1.03,20,25,2.20,2.52,27,47,20,25,33,48,1.06,36,27,50,48,1.21,1.03,1.43,1.49,14,25,2.64,2.52,43,47,21,25,50,48
Dijon,Toulouse,Sat 7 Mar,(1-1),pmatch.asp?league=france_2020&stats=278-17-12-2020,80,1.71,74,41,59,31,0.27,50,59,41,1.37,25,11,37,43,75,37,0.96,0.79,1.26,1.32,2.07,1.26,32,14,25,2.29,2.86,2.52,46,57,47,18,29,25,46,43,48,1.69,43,48,14,27,1.43,1.49,1.07,1.03,43,25,2.50,2.52,57,47,21,25,57,48,1.06,0,27,73,48,0.73,1.03,2.27,1.49,27,25,3.00,2.52,73,47,33,25,47,48
Metz,Nimes,Sat 7 Mar,(1-0),pmatch.asp?league=france_2020&stats=279-20-4-2020,56,1.36,67,49,59,26,0.50,41,66,41,1.37,29,25,37,36,54,37,0.96,1.04,1.26,1.25,1.57,1.26,36,21,25,2.21,2.61,2.52,36,54,47,18,32,25,46,46,48,1.69,36,48,36,27,1.29,1.49,1.21,1.03,29,25,2.50,2.52,50,47,21,25,57,48,1.06,7,27,64,48,0.86,1.03,2.07,1.49,29,25,2.93,2.52,71,47,43,25,57,48
Nice,Monaco,Sat 7 Mar,(0-1),pmatch.asp?league=france_2020&stats=275-9-15-2020,68,1.87,68,53,59,35,1.00,34,50,41,1.37,39,39,37,32,36,37,1.46,1.57,1.26,1.36,1.57,1.26,29,25,25,2.82,3.14,2.52,61,68,47,25,43,25,79,64,48,1.69,53,48,20,27,1.87,1.49,1.33,1.03,27,25,3.20,2.52,73,47,33,25,87,48,1.06,21,27,43,48,1.07,1.03,1.57,1.49,36,25,2.64,2.52,64,47,29,25,64,48
Reims,Brest,Sat 7 Mar,(1-0),pmatch.asp?league=france_2020&stats=276-8-11-2020,54,1.57,46,33,59,29,0.71,38,70,41,1.37,36,29,37,25,36,37,0.93,1.21,1.26,0.75,1.32,1.26,39,36,25,1.68,2.54,2.52,14,46,47,7,29,25,36,46,48,1.69,36,48,14,27,0.86,1.49,0.50,1.03,50,25,1.36,2.52,14,47,7,25,36,48,1.06,14,27,57,48,0.93,1.03,1.86,1.49,29,25,2.79,2.52,57,47,36,25,43,48
Saint-Etienne,Bordeaux,Sun 8 Mar,(0-0),pmatch.asp?league=france_2020&stats=273-18-14-2020,60,1.29,52,40,59,54,1.33,52,65,41,1.37,29,32,37,50,32,37,1.04,1.43,1.26,1.61,1.21,1.26,21,36,25,2.64,2.64,2.52,50,43,47,32,29,25,54,61,48,1.69,29,48,29,27,1.07,1.49,1.29,1.03,43,25,2.36,2.52,36,47,29,25,50,48,1.06,33,27,33,48,1.40,1.03,1.47,1.49,33,25,2.87,2.52,47,47,33,25,73,48
Rennes,Montpellier,Sun 8 Mar,(2-0),pmatch.asp?league=france_2020&stats=272-2-1-2020,58,2.07,66,58,59,20,0.57,26,71,41,1.37,54,39,37,29,36,37,1.36,1.25,1.26,0.86,1.21,1.26,18,25,25,2.21,2.46,2.52,39,50,47,18,29,25,46,43,48,1.69,64,48,21,27,1.79,1.49,1.00,1.03,14,25,2.79,2.52,64,47,29,25,64,48,1.06,7,27,57,48,0.64,1.03,1.71,1.49,36,25,2.36,2.52,43,47,29,25,43,48
Lille,Lyon,Sun 8 Mar,(1-0),pmatch.asp?league=france_2020&stats=271-5-16-2020,71,2.33,69,33,59,52,1.40,60,74,41,1.37,54,39,37,32,36,37,1.25,1.50,1.26,0.96,0.96,1.26,14,25,25,2.21,2.46,2.52,43,46,47,7,21,25,39,43,48,1.69,73,48,13,27,1.60,1.49,0.60,1.03,13,25,2.20,2.52,53,47,7,25,33,48,1.06,40,27,40,48,1.67,1.03,1.33,1.49,20,25,3.00,2.52,67,47,33,25,60,48
Monaco,Lyon,Fri 9 Aug,(0-2),pmatch.asp?league=france_2020&stats=8-15-16-2019,65,1.86,66,50,59,52,1.40,60,74,41,1.37,39,39,37,36,36,37,1.57,1.50,1.26,1.57,0.96,1.26,25,25,25,3.14,2.46,2.52,68,46,47,43,21,25,64,43,48,1.69,57,48,29,27,2.07,1.49,1.57,1.03,14,25,3.64,2.52,71,47,57,25,64,48,1.06,40,27,40,48,1.67,1.03,1.33,1.49,20,25,3.00,2.52,67,47,33,25,60,48
Marseille,Reims,Sat 10 Aug,(0-0),pmatch.asp?league=france_2020&stats=4-7-8-2019,50,2.00,51,48,59,46,1.36,54,67,41,1.37,57,36,37,14,25,37,1.46,0.93,1.26,1.04,0.75,1.26,29,39,25,2.50,1.68,2.52,46,14,47,29,7,25,54,36,48,1.69,57,48,14,27,1.50,1.49,1.00,1.03,29,25,2.50,2.52,50,47,29,25,64,48,1.06,36,27,36,48,1.00,1.03,1.00,1.49,29,25,2.00,2.52,14,47,7,25,36,48
Angers,Bordeaux,Sat 10 Aug,(3-1),pmatch.asp?league=france_2020&stats=7-13-14-2019,69,1.80,71,39,59,54,1.33,52,65,41,1.37,39,32,37,39,32,37,1.00,1.43,1.26,1.18,1.21,1.26,21,36,25,2.18,2.64,2.52,36,43,47,21,29,25,32,61,48,1.69,53,48,27,27,1.33,1.49,0.87,1.03,20,25,2.20,2.52,27,47,20,25,33,48,1.06,33,27,33,48,1.40,1.03,1.47,1.49,33,25,2.87,2.52,47,47,33,25,73,48
Brest,Toulouse,Sat 10 Aug,(1-0),pmatch.asp?league=france_2020&stats=6-11-12-2019,71,1.71,62,30,59,31,0.27,50,59,41,1.37,29,11,37,36,75,37,1.21,0.79,1.26,1.32,2.07,1.26,36,14,25,2.54,2.86,2.52,46,57,47,29,29,25,46,43,48,1.69,43,48,14,27,1.50,1.49,0.79,1.03,43,25,2.29,2.52,36,47,21,25,50,48,1.06,0,27,73,48,0.73,1.03,2.27,1.49,27,25,3.00,2.52,73,47,33,25,47,48
Dijon,Saint-Etienne,Sat 10 Aug,(1-2),pmatch.asp?league=france_2020&stats=9-17-18-2019,80,1.71,74,41,59,40,0.86,48,60,41,1.37,25,29,37,43,50,37,0.96,1.04,1.26,1.32,1.61,1.26,32,21,25,2.29,2.64,2.52,46,50,47,18,32,25,46,54,48,1.69,43,48,14,27,1.43,1.49,1.07,1.03,43,25,2.50,2.52,57,47,21,25,57,48,1.06,29,27,71,48,1.00,1.03,1.93,1.49,0,25,2.93,2.52,64,47,36,25,57,48
Montpellier,Rennes,Sat 10 Aug,(0-1),pmatch.asp?league=france_2020&stats=1-1-2-2019,80,2.29,74,29,59,42,1.50,34,42,41,1.37,39,54,37,36,29,37,1.25,1.36,1.26,1.21,0.86,1.26,25,18,25,2.46,2.21,2.52,50,39,47,29,18,25,43,46,48,1.69,71,48,14,27,1.86,1.49,0.71,1.03,14,25,2.57,2.52,57,47,29,25,43,48,1.06,43,27,36,48,0.93,1.03,0.71,1.49,21,25,1.64,2.52,14,47,7,25,29,48
Nice,Amiens,Sat 10 Aug,(1-0),pmatch.asp?league=france_2020&stats=5-9-10-2019,68,1.87,68,53,59,39,0.64,45,54,41,1.37,39,14,37,32,46,37,1.46,1.11,1.26,1.36,1.79,1.26,29,39,25,2.82,2.89,2.52,61,61,47,25,36,25,79,68,48,1.69,53,48,20,27,1.87,1.49,1.33,1.03,27,25,3.20,2.52,73,47,33,25,87,48,1.06,7,27,50,48,1.00,1.03,1.93,1.49,43,25,2.93,2.52,64,47,36,25,71,48
Lille,Nantes,Sun 11 Aug,(1-0),pmatch.asp?league=france_2020&stats=3-5-6-2019,71,2.33,69,33,59,46,1.21,61,65,41,1.37,54,39,37,32,46,37,1.25,1.00,1.26,0.96,1.11,1.26,14,14,25,2.21,2.11,2.52,43,36,47,7,14,25,39,39,48,1.69,73,48,13,27,1.60,1.49,0.60,1.03,13,25,2.20,2.52,53,47,7,25,33,48,1.06,36,27,50,48,1.21,1.03,1.43,1.49,14,25,2.64,2.52,43,47,21,25,50,48
